,institutionsnummer,Karakter,Soc_ref,beliggenhedskommunenr,lat,lon,postnr,student_count,navn,institutionstype2,institutionstype3,coordinates
43,101076,4.9,5.4,101,55.6700885940723,12.495058522832698,2500,378.0,Ålholm Skole,Grundskoler,Folkeskoler,"(55.6700885940723, 12.495058522832698)"
44,101077,3.0,3.7,101,55.70033034223621,12.5350867947684,2400,70.0,Svanevej Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.70033034223621, 12.5350867947684)"
45,101079,7.7,7.7,101,55.6732833108904,12.593893093146301,1420,261.0,Christianshavns Døttreskole,Grundskoler,Friskoler og private grundskoler,"(55.6732833108904, 12.593893093146301)"
46,101080,6.0,6.0,101,55.683976258937996,12.5667857706436,1364,347.0,Det Kgl Vaisenhus Skole,Grundskoler,Friskoler og private grundskoler,"(55.683976258937996, 12.5667857706436)"
47,101081,7.4,7.3,101,55.6941915753893,12.582307786777198,2100,516.0,Institut Sankt Joseph,Grundskoler,Friskoler og private grundskoler,"(55.6941915753893, 12.582307786777198)"
48,101082,5.4,5.5,101,55.68824371888821,12.5593533207393,2200,273.0,Sankt Ansgars Skole,Grundskoler,Friskoler og private grundskoler,"(55.68824371888821, 12.5593533207393)"
49,101083,8.5,8.2,101,55.689790970187595,12.5755962794031,2100,395.0,Krebs' Skole,Grundskoler,Friskoler og private grundskoler,"(55.689790970187595, 12.5755962794031)"
50,101084,7.2,7.1,101,55.653833385258295,12.6071414814094,2300,557.0,Sankt Annæ Skole,Grundskoler,Friskoler og private grundskoler,"(55.653833385258295, 12.6071414814094)"
51,101086,7.5,7.9,101,55.6941743205278,12.576322905164199,2100,377.0,Bordings Friskole,Grundskoler,Friskoler og private grundskoler,"(55.6941743205278, 12.576322905164199)"
52,101088,8.4,8.0,101,55.6827235384127,12.569256361673999,1361,439.0,N. Zahles Seminarieskole,Grundskoler,Friskoler og private grundskoler,"(55.6827235384127, 12.569256361673999)"
53,101089,8.2,8.0,101,55.6797379385099,12.569634084038999,1451,463.0,Sankt Petri Skole,Grundskoler,Friskoler og private grundskoler,"(55.6797379385099, 12.569634084038999)"
54,101091,7.6,7.2,101,55.6624030145113,12.6318796858562,2300,195.0,"Hovedstadens Privatskole, Filipskolen",Grundskoler,Friskoler og private grundskoler,"(55.6624030145113, 12.6318796858562)"
55,101092,6.5,6.7,101,55.6513244813005,12.6173567016551,2300,213.0,Amager Lille Skole,Grundskoler,Friskoler og private grundskoler,"(55.6513244813005, 12.6173567016551)"
56,101111,7.7,7.6,101,55.6581068147651,12.5058890928141,2500,430.0,Byens Skole,Grundskoler,Friskoler og private grundskoler,"(55.6581068147651, 12.5058890928141)"
57,101127,6.6,6.9,101,55.6905667947849,12.5757787098614,2100,170.0,Øbro Fri Skole,Grundskoler,Friskoler og private grundskoler,"(55.6905667947849, 12.5757787098614)"
58,101132,6.4,6.7,101,55.694188850303796,12.551259126975,2200,147.0,Nørrebro Lilleskole,Grundskoler,Friskoler og private grundskoler,"(55.694188850303796, 12.551259126975)"
59,101133,7.3,7.5,101,55.6660022996429,12.5064141973877,2500,201.0,Freinet-Skolen,Grundskoler,Friskoler og private grundskoler,"(55.6660022996429, 12.5064141973877)"
60,101135,8.3,7.9,101,55.682171211756604,12.4880983225825,2720,198.0,Vanløse Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.682171211756604, 12.4880983225825)"
61,101138,5.2,5.5,101,55.7184703801835,12.544362399661301,2100,611.0,Lundehusskolen,Grundskoler,Folkeskoler,"(55.7184703801835, 12.544362399661301)"
62,101140,7.9,7.9,101,55.657277,12.51978288,2500,190.0,Trekronergade Freinetskole,Grundskoler,Friskoler og private grundskoler,"(55.657277, 12.51978288)"
63,101149,7.7,6.3,101,55.69039923,12.56165569,2200,444.0,DIA Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.69039923, 12.56165569)"
64,101151,6.1,6.0,101,55.716494287455504,12.5733199878141,2100,813.0,Kildevældsskolen,Grundskoler,Folkeskoler,"(55.716494287455504, 12.5733199878141)"
65,101152,8.8,8.2,101,55.7213912573883,12.5586640107915,2100,137.0,Bjørns Internationale Skole,Grundskoler,Friskoler og private grundskoler,"(55.7213912573883, 12.5586640107915)"
66,101153,8.6,8.3,101,55.700287411550995,12.5785481531163,2100,635.0,Ingrid Jespersens Gymnasieskole,Grundskoler,Friskoler og private grundskoler,"(55.700287411550995, 12.5785481531163)"
67,101154,7.5,7.6,101,55.70812777276301,12.5670547038203,2100,377.0,Niels Steensens Gymnasium,Grundskoler,Friskoler og private grundskoler,"(55.70812777276301, 12.5670547038203)"
68,101155,8.6,8.2,101,55.682456904809705,12.569828766514402,1358,757.0,N. Zahles Gymnasieskole,Grundskoler,Friskoler og private grundskoler,"(55.682456904809705, 12.569828766514402)"
69,101157,7.1,7.3,101,55.6977329321241,12.577207980257,2100,753.0,Sortedamskolen,Grundskoler,Folkeskoler,"(55.6977329321241, 12.577207980257)"
70,101158,8.5,8.1,101,55.656084053320505,12.5258455390821,2500,578.0,Sankt Annæ Gymnasiums Grundskole,Grundskoler,Folkeskoler,"(55.656084053320505, 12.5258455390821)"
71,101162,7.7,7.3,101,55.6591591982375,12.501859125616699,2500,174.0,Kildeskolen,Grundskoler,Friskoler og private grundskoler,"(55.6591591982375, 12.501859125616699)"
72,101163,7.8,6.7,101,55.648067833665294,12.6347715795188,2300,196.0,Amager's International School,Grundskoler,Friskoler og private grundskoler,"(55.648067833665294, 12.6347715795188)"
74,101169,6.0,5.8,101,55.6961895927436,12.4813493360965,2720,165.0,Jinnah International School,Grundskoler,Friskoler og private grundskoler,"(55.6961895927436, 12.4813493360965)"
75,101170,6.9,7.5,101,55.6925081,12.55873945,2200,148.0,Det Frie Gymnasiums Grundskole,Grundskoler,Friskoler og private grundskoler,"(55.6925081, 12.55873945)"
76,101172,7.4,6.3,101,55.6875406075802,12.4871951099964,2720,180.0,Ahi International School,Grundskoler,Friskoler og private grundskoler,"(55.6875406075802, 12.4871951099964)"
77,101174,4.9,5.3,101,55.662116959338796,12.596477457471002,2300,542.0,Amager Fælled Skole,Grundskoler,Folkeskoler,"(55.662116959338796, 12.596477457471002)"
78,101175,7.5,7.5,101,55.699606211108396,12.586741262849099,2100,672.0,Langelinieskolen,Grundskoler,Folkeskoler,"(55.699606211108396, 12.586741262849099)"
79,101178,6.0,6.0,101,55.702232763199206,12.5358365040029,2400,105.0,Lygten Skole,Grundskoler,Friskoler og private grundskoler,"(55.702232763199206, 12.5358365040029)"
80,101180,7.8,6.9,101,55.6503931524827,12.5224910365209,2450,236.0,Al Hikma Skolen,Grundskoler,Friskoler og private grundskoler,"(55.6503931524827, 12.5224910365209)"
81,101181,7.1,5.9,101,55.649476960703495,12.522663050445,2450,344.0,Hay Skolen,Grundskoler,Friskoler og private grundskoler,"(55.649476960703495, 12.522663050445)"
82,101184,6.9,6.1,101,55.6985444983091,12.5306831759221,2400,206.0,Sjællands Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.6985444983091, 12.5306831759221)"
83,101185,7.2,7.4,101,55.673601795546105,12.556696319725999,1616,126.0,Mariendal Friskole,Grundskoler,Friskoler og private grundskoler,"(55.673601795546105, 12.556696319725999)"
84,101188,7.3,6.9,101,55.6742769940967,12.5593781673688,1610,198.0,Copenhagen City School,Grundskoler,Friskoler og private grundskoler,"(55.6742769940967, 12.5593781673688)"
85,101189,6.4,6.0,101,55.700219411937596,12.5313160036462,2400,195.0,Al-Huda Skolen,Grundskoler,Friskoler og private grundskoler,"(55.700219411937596, 12.5313160036462)"
86,101191,7.4,7.5,101,55.670587132229606,12.5483968790286,1665,232.0,Børneuniversitetet på Vesterbro,Grundskoler,Friskoler og private grundskoler,"(55.670587132229606, 12.5483968790286)"
87,101303,6.7,7.1,101,55.64798298,12.51135312,2450,134.0,Københavns Idrætsefterskole,Efterskoler,Efterskoler,"(55.64798298, 12.51135312)"
88,101516,6.1,5.8,101,55.7058615957497,12.526234665517899,2400,253.0,Al Quds Skole,Grundskoler,Friskoler og private grundskoler,"(55.7058615957497, 12.526234665517899)"
89,101526,5.2,5.4,101,55.7009690047132,12.5360630242783,2400,180.0,Al-Hilal Skolen,Grundskoler,Friskoler og private grundskoler,"(55.7009690047132, 12.5360630242783)"
90,101537,8.5,8.1,101,55.702980383559996,12.5818726356956,2100,593.0,Heibergskolen,Grundskoler,Folkeskoler,"(55.702980383559996, 12.5818726356956)"
91,101540,6.9,7.1,101,55.7112670082224,12.5198615632974,2400,639.0,Utterslev Skole,Grundskoler,Folkeskoler,"(55.7112670082224, 12.5198615632974)"
92,101564,6.6,6.0,101,55.64681357594149,12.635535966308598,2300,76.0,Øresunds Internationale Skole,Grundskoler,Friskoler og private grundskoler,"(55.64681357594149, 12.635535966308598)"
93,101572,6.5,6.9,101,55.665355077993496,12.5405775825191,1762,606.0,Vesterbro Ny Skole,Grundskoler,Folkeskoler,"(55.665355077993496, 12.5405775825191)"
94,101584,6.1,5.7,101,55.704287539637896,12.5516780889201,2200,381.0,Iqra Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.704287539637896, 12.5516780889201)"
95,101593,8.0,6.5,101,55.6586888580178,12.503183558078199,2500,200.0,Salix Skole,Grundskoler,Friskoler og private grundskoler,"(55.6586888580178, 12.503183558078199)"
96,147002,6.4,6.7,147,55.68051208955811,12.508862159228402,2000,650.0,Lindevangskolen,Grundskoler,Folkeskoler,"(55.68051208955811, 12.508862159228402)"
97,147006,6.2,6.6,147,55.6746004791887,12.5034642455995,2000,801.0,Søndermarkskolen,Grundskoler,Folkeskoler,"(55.6746004791887, 12.5034642455995)"
98,147007,7.3,7.5,147,55.6911252121039,12.5285771073539,2000,751.0,Skolen på Duevej,Grundskoler,Folkeskoler,"(55.6911252121039, 12.5285771073539)"
99,147008,7.0,7.2,147,55.682698963037005,12.5467685327793,1962,794.0,Skolen ved Bulowsvej,Grundskoler,Folkeskoler,"(55.682698963037005, 12.5467685327793)"
100,147010,7.4,7.5,147,55.6845664304581,12.518391115382302,2000,834.0,Skolen på La Cours Vej,Grundskoler,Folkeskoler,"(55.6845664304581, 12.518391115382302)"
101,147012,7.8,7.4,147,55.68282151345839,12.530571684591902,2000,746.0,Skolen på Nyelandsvej,Grundskoler,Folkeskoler,"(55.68282151345839, 12.530571684591902)"
102,147017,7.9,8.0,147,55.671246721619205,12.5369104563961,1812,243.0,Frederik Barfods Skole,Grundskoler,Friskoler og private grundskoler,"(55.671246721619205, 12.5369104563961)"
103,147018,8.2,7.9,147,55.675851755748994,12.5471771275627,1902,422.0,Kaptajn Johnsens Skole,Grundskoler,Friskoler og private grundskoler,"(55.675851755748994, 12.5471771275627)"
104,147033,7.4,7.2,147,55.681236833428,12.546755236010098,1961,122.0,Jakobskolen,Grundskoler,Friskoler og private grundskoler,"(55.681236833428, 12.546755236010098)"
105,147034,8.0,7.9,147,55.6750414547389,12.5018751828903,2000,679.0,Johannesskolen,Grundskoler,Friskoler og private grundskoler,"(55.6750414547389, 12.5018751828903)"
106,147044,7.1,7.5,147,55.6758807591376,12.5375665568862,1855,900.0,Ny Hollænderskolen,Grundskoler,Folkeskoler,"(55.6758807591376, 12.5375665568862)"
107,147051,6.1,6.9,147,55.6800885506188,12.4980944246467,2000,286.0,Tre Falke Skolen,Grundskoler,Folkeskoler,"(55.6800885506188, 12.4980944246467)"
108,147052,7.8,7.5,147,55.677842916841094,12.552764377293,1911,751.0,Skolen ved Søerne,Grundskoler,Folkeskoler,"(55.677842916841094, 12.552764377293)"
109,151003,6.4,6.1,151,55.7203335714025,12.357771179391198,2750,622.0,Hedegårdsskolen,Grundskoler,Folkeskoler,"(55.7203335714025, 12.357771179391198)"
110,151021,7.1,7.1,151,55.7290135950334,12.3996855613566,2740,276.0,Thomasskolen,Grundskoler,Friskoler og private grundskoler,"(55.7290135950334, 12.3996855613566)"
111,153018,6.6,6.2,153,55.6611531699036,12.4458384331742,2605,861.0,Brøndbyøster Skole,Grundskoler,Folkeskoler,"(55.6611531699036, 12.4458384331742)"
112,153019,5.3,6.3,153,55.6454844020148,12.412521578141199,2605,1000.0,Brøndbyvester Skole,Grundskoler,Folkeskoler,"(55.6454844020148, 12.412521578141199)"
113,153020,4.2,5.2,153,55.62671577165,12.399406281910998,2660,1184.0,Brøndby Strand Skole,Grundskoler,Folkeskoler,"(55.62671577165, 12.399406281910998)"
114,153300,5.6,6.1,153,55.651100787155,12.416114664517698,2605,120.0,Brøndby Idrætsefterskole,Efterskoler,Efterskoler,"(55.651100787155, 12.416114664517698)"
115,157001,7.0,7.1,157,55.746338784715604,12.5254548613061,2820,673.0,Bakkegårdsskolen,Grundskoler,Folkeskoler,"(55.746338784715604, 12.5254548613061)"
116,157002,8.1,8.3,157,55.732721547659395,12.538941861696,2900,716.0,Dyssegårdsskolen,Grundskoler,Folkeskoler,"(55.732721547659395, 12.538941861696)"
117,157003,8.8,8.3,157,55.74292091139439,12.5472343852408,2820,782.0,Gentofte Skole,Grundskoler,Folkeskoler,"(55.74292091139439, 12.5472343852408)"
118,157005,7.7,7.9,157,55.743843398737106,12.5695996286044,2900,724.0,Maglegårdsskolen,Grundskoler,Folkeskoler,"(55.743843398737106, 12.5695996286044)"
119,157007,7.3,7.5,157,55.735239486886606,12.5221092224845,2870,477.0,Munkegårdsskolen,Grundskoler,Folkeskoler,"(55.735239486886606, 12.5221092224845)"
120,157008,7.6,7.7,157,55.75716845470429,12.5730596968714,2920,707.0,Ordrup Skole,Grundskoler,Folkeskoler,"(55.75716845470429, 12.5730596968714)"
121,157009,8.3,8.2,157,55.7663991369269,12.568533380073301,2920,752.0,Skovgårdsskolen,Grundskoler,Folkeskoler,"(55.7663991369269, 12.568533380073301)"
122,157010,7.7,7.9,157,55.762157472933204,12.5936915236921,2920,717.0,Skovshoved Skole,Grundskoler,Folkeskoler,"(55.762157472933204, 12.5936915236921)"
123,157011,8.3,8.0,157,55.7550860005017,12.5304733848264,2820,674.0,Tjørnegårdsskolen,Grundskoler,Folkeskoler,"(55.7550860005017, 12.5304733848264)"
124,157012,9.2,8.5,157,55.73910769629929,12.5669140263643,2900,518.0,Tranegårdskolen,Grundskoler,Folkeskoler,"(55.73910769629929, 12.5669140263643)"
125,157013,8.0,8.0,157,55.731595591434605,12.572899003906699,2900,588.0,Bernadotteskolen,Grundskoler,Friskoler og private grundskoler,"(55.731595591434605, 12.572899003906699)"
126,157015,8.5,8.3,157,55.7453905190408,12.5222293790523,2820,300.0,Busses Skole,Grundskoler,Friskoler og private grundskoler,"(55.7453905190408, 12.5222293790523)"
127,157018,8.1,7.9,157,55.7306171223294,12.556169768246699,2900,926.0,Rygaards Skole,Grundskoler,Friskoler og private grundskoler,"(55.7306171223294, 12.556169768246699)"
128,157019,8.5,8.3,157,55.7619851557617,12.572465029091498,2920,439.0,Sct. Joseph Søstrenes Skole S/I,Grundskoler,Friskoler og private grundskoler,"(55.7619851557617, 12.572465029091498)"
129,157040,8.1,8.1,157,55.7372635227296,12.543253844680299,2900,686.0,Kildegård Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7372635227296, 12.543253844680299)"
130,157047,8.0,8.0,157,55.7236650042573,12.581017592425198,2900,650.0,Hellerup Skole,Grundskoler,Folkeskoler,"(55.7236650042573, 12.581017592425198)"
131,159001,7.9,7.3,159,55.758827208452395,12.4607614067399,2880,739.0,Bagsværd Skole,Grundskoler,Folkeskoler,"(55.758827208452395, 12.4607614067399)"
132,159002,7.3,6.9,159,55.741713479950896,12.503414678307399,2860,640.0,Buddinge Skole,Grundskoler,Folkeskoler,"(55.741713479950896, 12.503414678307399)"
133,159004,6.6,6.8,159,55.7240986944238,12.478079623503401,2860,708.0,Enghavegård Skole,Grundskoler,Folkeskoler,"(55.7240986944238, 12.478079623503401)"
134,159005,6.7,6.6,159,55.745215976875,12.4718871081832,2860,693.0,Gladsaxe Skole,Grundskoler,Folkeskoler,"(55.745215976875, 12.4718871081832)"
135,159006,7.1,7.0,159,55.7278027304859,12.496681725799,2860,1074.0,Grønnemose Skole,Grundskoler,Folkeskoler,"(55.7278027304859, 12.496681725799)"
136,159008,5.9,6.1,159,55.7238337894305,12.4692452675245,2860,376.0,Mørkhøj Skole,Grundskoler,Folkeskoler,"(55.7238337894305, 12.4692452675245)"
137,159009,8.0,7.8,159,55.7570467409232,12.47499439421,2800,616.0,Stengård Skole,Grundskoler,Folkeskoler,"(55.7570467409232, 12.47499439421)"
138,159010,6.7,6.7,159,55.734704956102895,12.512006236565199,2860,563.0,Søborg Skole,Grundskoler,Folkeskoler,"(55.734704956102895, 12.512006236565199)"
139,159012,6.3,6.6,159,55.750637447633295,12.488731354247902,2860,536.0,Vadgård Skole,Grundskoler,Folkeskoler,"(55.750637447633295, 12.488731354247902)"
140,159013,5.9,5.8,159,55.75815690894879,12.4320118999691,2880,399.0,Skovbrynet skole,Grundskoler,Folkeskoler,"(55.75815690894879, 12.4320118999691)"
141,159015,7.2,7.3,159,55.7559652866213,12.478923456996801,2800,213.0,Den Lille Skole,Grundskoler,Friskoler og private grundskoler,"(55.7559652866213, 12.478923456996801)"
142,159016,8.3,7.9,159,55.7472789654757,12.488778974389698,2860,396.0,Kvikmarkens Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7472789654757, 12.488778974389698)"
143,159017,7.4,7.2,159,55.7550438739549,12.482933711823799,2800,186.0,Gladsaxe Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7550438739549, 12.482933711823799)"
144,159018,7.2,7.5,159,55.76653145632171,12.4458813493211,2880,195.0,Bagsværd Friskole (Hanna-Skolen),Grundskoler,Friskoler og private grundskoler,"(55.76653145632171, 12.4458813493211)"
145,159034,8.7,8.1,159,55.7645171589758,12.4513673341681,2880,720.0,Bagsværd Gymnasiums Grundskole,Grundskoler,Friskoler og private grundskoler,"(55.7645171589758, 12.4513673341681)"
147,163001,6.8,7.3,163,55.7325453737241,12.4250623069057,2730,900.0,Lindehøjskolen,Grundskoler,Folkeskoler,"(55.7325453737241, 12.4250623069057)"
148,163004,6.2,6.3,163,55.7231864029724,12.431585685153301,2730,678.0,Herlev byskole,Grundskoler,Folkeskoler,"(55.7231864029724, 12.431585685153301)"
149,163006,5.8,6.1,163,55.742352607168506,12.4252745333986,2730,1048.0,Kildegårdskolen,Grundskoler,Folkeskoler,"(55.742352607168506, 12.4252745333986)"
150,163009,8.5,7.8,163,55.7427475227567,12.4124071641936,2730,239.0,Herlev Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7427475227567, 12.4124071641936)"
151,165001,6.2,6.6,165,55.66943335244739,12.328888885097802,2620,508.0,Egelundskolen,Grundskoler,Folkeskoler,"(55.66943335244739, 12.328888885097802)"
152,165011,7.1,7.2,165,55.6881228188889,12.371353008461499,2620,214.0,Albertslund Lille Skole,Grundskoler,Friskoler og private grundskoler,"(55.6881228188889, 12.371353008461499)"
153,165019,5.6,6.5,165,55.675417655404,12.364225031528498,2620,963.0,Herstedøster Skole,Grundskoler,Folkeskoler,"(55.675417655404, 12.364225031528498)"
154,165020,5.8,6.2,165,55.669517969190906,12.340694335379801,2620,967.0,Herstedvester Skole,Grundskoler,Folkeskoler,"(55.669517969190906, 12.340694335379801)"
155,167001,5.7,6.4,167,55.6311810602445,12.4841329252436,2650,703.0,Dansborgskolen,Grundskoler,Folkeskoler,"(55.6311810602445, 12.4841329252436)"
156,167002,6.2,6.1,167,55.6433114177557,12.468120746085999,2650,738.0,Gungehusskolen,Grundskoler,Folkeskoler,"(55.6433114177557, 12.468120746085999)"
157,167003,6.9,6.8,167,55.66195314,12.47052361,2650,551.0,Holmegårdsskolen,Grundskoler,Folkeskoler,"(55.66195314, 12.47052361)"
158,167004,6.3,6.7,167,55.6204569356775,12.490627071194801,2650,752.0,Langhøjskolen,Grundskoler,Folkeskoler,"(55.6204569356775, 12.490627071194801)"
159,167005,7.4,7.2,167,55.654091625855706,12.4664491882175,2650,507.0,Præstemoseskolen,Grundskoler,Folkeskoler,"(55.654091625855706, 12.4664491882175)"
160,167006,6.7,7.0,167,55.6407471246687,12.4873004457131,2650,701.0,Risbjergskolen,Grundskoler,Folkeskoler,"(55.6407471246687, 12.4873004457131)"
161,167008,5.3,5.7,167,55.6264179955171,12.479995820792,2650,503.0,Engstrandskolen,Grundskoler,Folkeskoler,"(55.6264179955171, 12.479995820792)"
